Regulators	Fiber	RegulatorSize	FiberSize	Synchronization	numberOfConditions	meanPvalue	MeanCorrelation	MeanRegulatorCorrelation
	yvgN; swrA; prpE; ywdJ; dnaD; ytcQ; nucB; pstBA; yugU	0	9	0	90	0.0915074260022882	-0.0164284168046508	-1
ypuC/1	kinC; yvbI; yqjN; yvrG; chaA; yozJ; yndK; niaP; racA; yhjN; spsI; yviE; ydfG; lonB; yfmJ; yfnD; ytfI; ccpC	1	18	0	143	0.208019549224231	-0.0109037368765429	0.063331316355865
trpA; ccpC; yuiB	ynzB; yitV; lplJ; sdaAA; rpsR; ydcI; flhF; ppsA; swrA; brxA; mrnC; rhiL; yxcA; ldh; mrgA; yisQ; cgeA; pksD; sspM; mtnW; yycQ; dnaI	3	22	0	108	0.131087587346015	0.0369338723611847	-0.0596746988780711
abfA; yybK	yopT; yoqX; yrbF; xis	2	4	0	99	0.110150993700067	0.301040394534482	-0.0448949463413623
fadA	yobD; yvzF	1	2	1	49	0.0262661835055654	0.936190491565002	-0.646141536310637
cheW; yxeJ; yeeK	yjkB; rplA; spoVR; rsiO; ytpP; sufB; pbpG; yokI; yozL; xtmA; yvdT; pbpB	3	12	0	104	0.126111616354965	0.137995675198638	-0.0503728708477025
minD; ycbJ	yybE; yosR; yflH; dnaE	2	4	0	125	0.159439921786961	0.52802951243713	-0.0104836855031247
pdaB; whiA	rmgR; ybaF; kapD; splA; polA; hutI; yybB; yhcM; ycbJ; ktrC; divIB; cccA; ykuJ; yetL; yrkL; yjmF; yfmI; yjcG; ybeC	2	19	0	130	0.177995530937215	0.0267828309294703	0.072505789021088
yveG	yfnG; yhjB; yjbI	1	3	0	59	0.0374787383183777	0.0944212032639552	-0.11871695886244
ydhU/1	ydgH; yodQ; feuB; yisL; ylbK; yhfI; yjzE; nupQ; rodZ; yebD; degV; yjmB	1	12	0	147	0.198729347977534	0.00424556198182814	-0.0902190882088663
smc; ytlC	ytbE; ywdI; csbB; yjnA	2	4	0	129	0.161943435158266	0.342096018481165	-0.0211545794014964
tgl	yoyG; ampS	1	2	1	36	0.00972193066181939	0.931185722364554	-0.123572066923222
yazB; ykvU	ydeN; sigX; yflN; nagZ; sndA; ylaA; ogt; yeeI; ybfO; ydiD; yorD; nprB; rpsL; natA; yyzK; mutT	2	16	0	134	0.17883492613526	0.0296951163490944	-0.0232101369530556
yrbF	spoVB; dgkA; yktD; yphA; yqeL; yisY; yvlA	1	7	0	46	0.0162918228557592	0.063573575742741	-0.0480647846192996
yndJ	groES; ywiE; yezF; sigO	1	4	0	74	0.0601248028023092	-0.015591663232144	-0.0126820950153121
	yqbB; clpE; ykkD; yopI; yobT; glnK; yomP; zapA; rnr; ypuD; yrrL; yueE; dtpT; ywdK; fecC; gmuA	0	16	0	120	0.152091789707156	0.114817772635124	-1
yurI; ytaB	yuaI; cheW; yotH; bsdC; ydbD; hemAT; narG; scpB	2	8	0	111	0.130536003155409	0.0471708949932905	0.00962607241513137
ptsG	sscA; yozB; fbp; ynaB; ytrE; yhfC	1	6	0	101	0.112979297661161	0.0582774028848839	-0.047148569534127
yqgV	gyrA; ytzE; ythB; yjhA; yqeH; spsI; ypeB; psdA; yrdD/1; yetK; yopC; yonJ; yyaP; ygaO; yqaO; manP; yfkS; ydeE; rplM; yocL; yteV	1	21	0	104	0.116977771517882	-0.00338684268257159	0.0461199767637981
ytlC	yvbH; tmk; ctsR; ntdB; ysnB; leuA; obg; valS; glmM; gerAA; maeA; ahpC; yurI; ytsP; yisJ; adaB	1	16	0	104	0.122072882821022	0.0326682781420402	-0.19030762560204
ctaC; ywdA; yoaG	spoIIID; ypqA; mtbP; comGD; rplC; cdaR; fer; ytpR; sul	3	9	0	113	0.135113398135077	-0.0456822623610487	-0.0799834249527904
ybfP; secA	pssA; proB; bioF; nusA; ypsA; cydC; iolE; rocD; yjlB; cgeC; deaD; comGF; gntK	2	13	0	104	0.117259450578219	0.0102973981728705	0.137145041309991
ispC	gyrB; alr; prkA; ruvB; ydaM; ydeN; yorY; appA/2; purN; yqiK; ydcF; yndE	1	12	0	112	0.138300538215538	-0.01421758432185	0.116686759805186
yrhP; comER; yugU	ymzD; mrpA; ctaG; murP; pelC; ribT; rpsK; yodA	3	8	0	123	0.151468553117066	-0.0187585393101355	-0.0362869143329513
yycD; pcp; yomH	ycgE; ymfD; yxlD; znuA; citT; bsdA; adaB; ansB; ydzW/2; sigL; yhcO; yopA; yybL; yukB; tyrS	3	15	0	138	0.187790402551506	-0.0109997006824037	-0.0182268351176299
yjdG; gerW	cotW; ykuN; spoVAA; sspF; sspK; bhlB; yutH; ydaD; comX; yaaH; aseR; ydfE	2	12	0	128	0.164426472814875	0.0658279841383077	0.20023082954274
spoVAD	ykuL; yfjR; sscA; yjiA; yqjF; hisI; yolB; yngC; yhfE; ytrB; bmrD; yoeD	1	12	0	106	0.123772230455542	0.00741344906443821	-0.106815033114129
	yqbM; glsA; yodN; bdbC; gabP; fin; dhaS; yddR; ftsY; rnjB; sigA; lrpB; yrvJ	0	13	0	145	0.200534939295084	0.0183206377427398	-1
ymaB; ydzW/5; yhdY	ywbG; ykzS; ndoA; ssbB; pdaC; yneQ; ywdH; nhaK; yflK; cotY; comFA	3	11	0	143	0.199361452393379	0.0173957696914709	0.118328314195774
yoaS; yqbC; yugN	ynaD; yrbG; bshC; spsE; lipB; yqeZ; yopM; buk; yfiS; pgsA; yqgB; ywrO; ykzH	3	13	0	158	0.239115659841706	0.023457795733438	0.00611854646211908
appA/2; yqbT; trpB	purK; ydhD; yomW; yurS; yozO; yfhM; yozT; yvlB; yvfG; bshC; xis; rsbQ; malA; yotM; ydbA; mntC	3	16	0	145	0.220040540182032	-0.016644214282457	-0.0202494941624115
	opuBC; ylzJ; comEC; yoqB; coiA; yugT; yvrE; spoIIIAC; ydbO; dacC; yabM; skfG; yqbA; abnA; yrkJ; rsiX; ybaF	0	17	0	148	0.202160198408001	-0.00748721889054585	-1
ydbS; trmR; gltP	ftsW; hisZ; yoqH; ydfM; aapA; rbgA; yyaT; araR; cotX; bpr; yoaU; yceD; yxaH; spoIIQ; yrzQ; yfkI; yitH; yjdI; yqeF	3	19	0	165	0.238513023704109	0.0147392731951944	-0.0179690855249388
	ypfD; katE; ysfE; ydeQ; yueG; yjlC; nth; pbuO; yjbI	0	9	0	128	0.165912051499512	0.000339983591439258	-1
yeeK; yqiD; spoVAB	yqeW; yokF; tsaE; yveG; yngJ; mccA; cheB; parB; cotD; yfkC; yyzF; yisU; nrgB; yydD	3	14	0	115	0.16139716154739	0.0624691033835231	-0.00204491755247129
sigO; phoC	ywoH; tagG; thyA; ycdC; yqhQ; yrkD; purH; ymcA	2	8	0	105	0.128115544167346	0.0277927305645538	-0.00329652399115319
araD; ydzF	yqaS; ywzB; rppH; queD; yczJ; ypsC; yfjC; rhaB; yqaI	2	9	0	128	0.174381990868081	0.0178704665630423	-0.0438349132430044
	gbsB; ydfQ; recG; yflK	0	4	1	44	0.0169764815083829	0.741521314049443	-1
	comEA; trmR; yheE; yczJ; feuA; ppsC; ycbN; dinG	0	8	0	139	0.189678552022715	0.189516661006404	-1
	yxlH; yceC; pabC; yoaA; dltD; yopG; yesV; parE; yfkR; ybdJ; rplJ; yqaT; mmgD	0	13	0	78	0.0649451210128966	0.0656280273923762	-1
argC; scoB	brnQ; epsO; ykuR; dgkA; yjcF; rpmGB; yfmB; trmR; yceG; epsL; yscB; rplU; rplE; ywmF; mtlA; yvcN; yugM; ybbC; ykcB; yokC; yqhP; sipS; sodA	2	23	0	156	0.220974327898072	-0.0037616277233125	-0.0770920601375233
penP; sinI	helD; mhqR; yhcT; spoIIIAD; yvlC; resD; sco; yosK; dctS	2	9	0	142	0.191500358730617	0.0413913534342144	-0.0797695764131809
murQ; yrzB	yxbC; liaH; uxaA; hutG; yaaJ; yodB; maf; yerB; secY; yhcY; antE; racX; nagZ; phy	2	14	0	98	0.107937014543241	0.033763303918961	0.0218762282261466
epsC	xkdC; yxaH; ctaG; murD; acuC; murR	1	6	0	130	0.169895136936614	0.208513450496254	0.0125046569194457
	yqcG; yopC; yqfO	0	3	0	90	0.0893695123957603	0.496907496737628	-1
clsA; lspA	cwlS; gltT; yyzE; ywpD; yoaI; yoyI; yjgB; ylaI; purE; yabQ; uvrC; yyaT; yqjZ; thyA; scoB; yuxJ; pftB; xynP; tsaB; yvrB; spo0E; ywnC; ydhD	2	23	0	113	0.129637012101865	0.00329164309957285	0.164510422567041
mdtR; yclI	ykzU; ywqA; yugI; yozU; yoaQ; cotF; yaaT	2	7	0	91	0.0916146746575611	-0.0447198014762214	0.179156587000087
	nhaX; ylaI; flhP; yefB; ydcG; metA; fecD; nfrA; yomP; ysmA; secY; tcyN; ugtP; yufK; yqfW; yyzI; rplQ; ynzF; noc; ykqA	0	20	0	120	0.158043400273517	0.0443900889575672	-1
ywjA	rpe; yhcJ; acuB; yfmJ; yomY; uxaA; yoaT; yodN; ywkD; ybgE; yetK; comGC; sspJ; ykuH	1	14	0	145	0.200522164316336	-0.040913758988167	0.0188936395331942
	pghL; pgpH; braB; yneN; yabG; adhA; yhcT; yjbQ; proB; minJ; yxxE	0	11	0	123	0.160815016264751	0.0176062918412627	-1
	ybdO; tagB	0	2	1	32	0.00538035655373957	0.954961942103113	-1
	rsiX; yerD	0	2	1	12	4.84067183551654e-06	0.655838719573752	-1
	yusQ; ywzD; ylaB; pgpH; spsK; yotC; yorR; yfmA; ydeM; yrkE; ywzG; cheA; gdpP; yqhS; dnaI	0	15	0	132	0.189518821629749	0.0502713215155876	-1
dltE; yosA; stoA	tasA; pucC; gcaD; ybeC; blyA; spsK; yesN; rhaM; ywqO; recD2; csbX; fliS; recA; cotJC	3	14	0	101	0.117642712756627	-0.0138289958699511	-0.0555798925013147
ispC; queG; serS	yycS; ywlD; glgD; ansA; amyC; asnB; hemC; mraW; nadF; hag; yxbC; yqgU; yqaK; comGF; polY1; sasA; qoxB	3	17	0	89	0.0907198481612457	0.0316821793847159	0.0537268407965806
flhF; spoIIIAE; yrdD	yqaJ; citG; sdpI; yjaZ; ccpC; yqhQ; yqjN	3	7	0	146	0.20812243670443	0.00729767725538263	-0.11046706220468
yraN	phrE; ydhE; rsiO; yjgA; mnaA; iolG; alsS; ypbB; rpsQ; yjnA; tagA; yycR	1	12	0	135	0.193158762778173	-0.00230842821430599	0.104031034637514
	gmuC; yocC; pbuE; yabA; ytzK; fliJ; yoaT; efeU; ywmF; ydaC; yosX; yxeE; ytkP	0	13	0	110	0.141252481445605	0.0260414135612083	-1
yobS; yueH; yoqX	ywqI; yusE; hxlA; aapA; ynzK; tpi; sprB; yuxO; yitJ; spo0B	3	10	0	124	0.162298752036722	-0.00755617702260817	0.139899178424712
tcyM; spoVD	cdaA; murE; veg; bsaA; menB; rplO; yvrE; yjdH; yisR; lcfA	2	10	0	103	0.112093986051052	-0.0361508375071587	-0.0583684185420362
ycbO; yesW; yxdM	gpsB; xtrA; yhfN; levD; mutY; malS; spoVAEB; yqbN/1; ytkP; yosW; yngK; xis; yopS; dhbA; yuzA; nhaK; bhlA; yqjB; racX; nupG	3	20	0	136	0.186751587360148	0.0377265328151445	0.0578457368569163
	yqgS; acuB; ascR	0	3	0	99	0.104995799539091	0.261448031929117	-1
srfAB	yjfA; coaA; yppG; yydK; gabP; exuR; conE; yqbI; spoIVB; flgB; ylaG; gerKC; xkdB; yheG	1	14	0	118	0.155010051692692	-0.00286422913746806	-0.0737223262795599
	sbcE; comEB; yqeL; dsdA; yorK; pcp; spoVID; yteS; yefB	0	9	0	156	0.228821085285135	0.0242720804714195	-1
levE	ymzA; tetB; ytcC; citA; yrzB; yqiH; ylmE; yqeU; ypiF; ispE; yojM; gltC; ctaA; yabS; ssuA; ptkA; pbpI; epsD; sscA; xkdN; yfmO; sacC; yuzM	1	23	0	142	0.197910427695139	-0.019038203670709	0.00257205855806083
araM; rsiX; ygzA	bpsA; nupO; lmrB	3	3	0	95	0.103650929333102	0.467045888306958	0.00794841170753167
sspN	yckB; ydfJ; yqjF; yoxB; dfrA; maeN; msrB; walK; yvcN; ywbO; yurR; yacF; yhfC; fadG; coaX	1	15	0	125	0.159543560190338	0.121728693514556	-0.303160681610359
abn2; yozI	mleN; cypA; mmgF; glsA; ykjA; sigX; ymaG; ywzH	2	8	0	111	0.134159065276974	-0.0461128069465847	-0.0521199888634837
	ribC; ctaE; alaS; spsJ; liaG; yuzM; ydeB; ykzC; ybbC; yugF; yuiD; yoqD; ribT; hlpB; ywrJ; ydfE; yosT; alsR; birA; spoIIB; yhzC; pucA	0	22	0	150	0.211997653019127	-0.00471256537990956	-1
yutD; lytC; yhcO	pbpF; lytC; ylbD; yjmB; hepS; xkdR; yvcB; comGD; comEA; gidA; ypiP; walJ; ybfH; ilvC; fpbN; yonS; ynzI	3	17	0	113	0.135971711382532	0.264292857062528	-0.0406583030252548
ycnC	yddK; cueR; lytC; ntdR; wprA	1	5	0	106	0.119231490018213	0.181791060302032	0.103609065444254
qcrB; yvnB; yqaL	ywbF; degQ; yxzE; lysC; yukJ; liaH; yjhA; yloA; czcO; yoqE; yvnB; yheA; gcvPB; walR; yesJ; xkdX; yodU; atpB; yonO	3	19	0	113	0.135971711382532	0.264292857062528	-0.0406583030252548
ywgB	yqzN; fadG; youA; ddl; spsE; pbuX; yunF; yvgN; yngL; mdxE; yosV; xpt; ypsC; yorB; ybdN	1	15	0	130	0.17688942412211	0.0411636852286659	0.131721959994203
rhiL; spoVT	yisV; yxkH; ftsA; pnbA; yabS; yabA; ytnP; rnr; yusG; ytmB	2	10	0	142	0.19210216947132	-0.00351054330503889	0.103343743681442
yunE	ywqO; yueD; yabP; mreBH; accA; mutT; phoA; moeA; noc; yvdE; smiA; gsiB; yesT; tsf; yyaK; gltC; ykoM; yhaL; flhF; atpH; yxjJ	1	21	0	127	0.1723013838402	0.00718678774083552	0.0187014292834583
albA	lplA; frlM; rbsC; yngH; yonJ; dnaC; spoVE; cspR; yolJ; yqgS; xkdH; yvrHb; tatAC; yjzE; xtrA	1	15	0	135	0.186903846058474	-0.0294740936748946	-0.0428275529248558
yurR; alsD	bhlA; sodF; xpf; yheD; ygaE; rpsF; bshA; ycnD; coaA; fabHA; yaaO; ldcB; ylaF; iolJ; yitK; slrR; ysdC	2	17	0	99	0.106803747627518	0.0248451510675994	0.103682478517206
	fabL; rpsU; lutR; serB; yopA; flgM; epsO; tcyM; fusA; rimM; yoyG; yqbS; ywqK; ccdA; nifZ; ymfH; ponA; motS; gmuR	0	19	0	149	0.212063088668365	-0.0142207678803346	-1
ydaK; ydzT/4	ylyA; fliY; yesX; rtp; ynzC; yrbD; nin; queD; yqeZ; lutB; ybxB; pbpX; ygaD; tkmA; glgC; yqeU; pksN; yrkQ	2	18	0	114	0.149522553932867	-0.0027028260777456	0.0991074234843942
ptsH; ydjH	ygaB; pbuX; snaA; comA; yvrHb; yerD; ylnD; acoB; ywjG; phrH; opuE; defA; yvbG	2	13	0	121	0.154908831490299	0.0167911047135921	0.0764638706209496
yxaJ; sspG	thiU; yvaQ; glnP; metK; yvlA; mtnE; glcR; yybK; opuBD; purA; ydgA; racE; yomY; ywlD; appD; ywfO; qoxC; yhaR; yjlB; spoIIAB	2	20	0	134	0.185455648901997	0.000712726436694485	0.018200021572
pstBA; ykzI	pupG; ybcL	2	2	1	104	0.121148564396394	0.811998745156043	0.135343419234575
	dnaD; ykhA; pncB	0	3	1	107	0.120657927209447	0.68495511516041	-1
tdh; yqgS; ynaG	appB; ytvA; yuiC; ylbP; yonJ; yomF; yubD; pstS; ykoQ; ytrH; dhbA	3	11	0	99	0.108952321951955	0.0139606395980751	0.00534320640946261
folE	yabR; fliK; yhfA	1	3	0	62	0.0405777967880004	-0.300224393116452	0.223847129878661
	sipT; racE; sspF	0	3	0	70	0.0541229763201006	0.29076872769794	-1
	ndoA; yqhS; sspH	0	3	0	85	0.0768443623050161	-0.077323956331662	-1
	rpsQ; yncM; csaA; bacF	0	4	0	120	0.148442719907976	0.099071581126574	-1
mraY; ylxP	iolX; lutA; murF; ywjD; ymxH; yosR; yuzM; pghC; mmgB; yonK; ydgG; glsA; yozT; yerD; moaD; priA; glnH; yvcN	2	18	0	154	0.231452515320164	0.013057396202743	0.068255224460414
spsD	yraJ; yxiT/1; lytH; ynzD; yuzH; yvqK; yneF; yqzG; ywoD; nprE; yorW; ywaA; ymzE/2; ydiF; yoaJ; cysK; yhcT; yokI; ycgA; pelC	1	20	0	109	0.129484999621737	0.00950294048449177	-0.0644975763538233
yfnI; yvrN; ycgI	yqiK; yxiK; yqfZ; ahpT; yfiR; yyaE; xepA	3	7	0	99	0.108192731127907	0.0737394574606937	-0.0590245127508472
bglA; yxdK; liaG	thiO; cwlC; pdaB; czrA; cwlQ; albE	3	6	0	92	0.0904952723481758	0.0174772578256756	0.0130554850023993
	ydeJ; fecC; thiS; tagE; ygaE; yfmI; mhqP; yetL; ntdB; yisY; murP; yfjP	0	12	0	78	0.0693471574041449	-0.0275250249564642	-1
spsD; ycxA; yrhJ	cotJB; yvaQ; yuxO; polY1; yxzF; yhdJ; grpE; pssA; proH; rplL; pgcM; yoxC; rpsR; srfAB; pstC; ldcB; tuaF	3	17	0	94	0.098958902265031	0.0106316702622674	-0.0130815464294996
sbcE; ydfD	yugN; yxeN; rpoA; atpB; asnS; ydfL; pchR; ypjD	2	8	0	120	0.156238985387346	0.117167759275409	0.204970211902936
gerM; queC; yoeD	ccdA; cspR	3	2	0	54	0.0299690592159953	0.264398270692346	0.0424284729938822
rplN; yxiJ; rocR	ynzK; sigK; ywrF; yhcE; yvaV; trpP; ypqA; spsC; helD; epsH; bstE; mcsA; gatA; yrzQ; phrF; xylB; yddM	3	17	0	112	0.14024731945465	0.00955733716470293	0.0649599052902264
ykoL	yfmG; dtd; folE2; yqcE; capE; bioI; asnH; ydfI; yngF; yurR; youA; ytoQ; bacF; chaA; spoVM; hbs; yosC; ykzS	1	18	0	142	0.195957409721496	0.0125438701281256	-0.0484506486511999
yubF	yvrP; ybfG; yxaL; ykpC; yydF; yosP; frlR; ydzQ; yfjN; nupN; yocD; yrdF; queA; yrrN; yxzI	1	15	0	126	0.160098417806674	0.0127775607892715	0.0832648596345012
bsaA	yonG; yycB; thiG; sspF; ylaG; yxeH; yubA; yvqJ; gatC; pbpF; pdeH; uvrX	1	12	0	95	0.100254169242546	0.0110385918836221	0.0904209809708187
ilvB	rsiW; ywiB; thyB; yobK; yktB; glgA; yphF; ydfS; ydjP; psdR; mrpA; ycgA; xkzA; znuA	1	14	0	159	0.228883027560101	0.0036044348089289	-0.0657136044948789
thiG	cotE; tuaG; panD; ytoP; ykwC	1	5	0	102	0.110267024812672	0.00710547561895862	0.132229546649863
hisI	acoA; comQ; sspN; yfhB; lonB; amyC; yclI; yozC	1	8	0	96	0.0996354557977729	0.263699689465557	0.0223512610418229
parA	yxiK; yoyK/1; ytnA; ggaB; glnP; yneB; yopT; gerKB	1	8	0	90	0.092036989044414	-0.0394645958366996	0.1495551568911
papA	yqhR; yrkN; yrrS; yorA; yxcE; txpA; yckC; yqjA; yorS; ydiO; ydgB; mdxE; yybS; yjcO	1	14	0	142	0.20006507295485	-0.00803471486797064	0.0166672356449756
fliJ; ispD; ydcS	yokI; rsoA; sivC; yodP; yaaR; yxeN; yvbW; yhcA; bhlB; yfjE; leuS; yloB; ydcQ; ygxA; aroE; khtU; gerKD; yqhG; ezrA; rplM; yknZ	3	21	0	116	0.143585764380143	-0.00454883612091839	0.061342800448443
acpK; yybF; yvrHb	ydzW/7; yqjV; cotM; dhaS; tuaH; yitK; ybgF	3	7	0	158	0.222443880107124	0.0130146832076291	-0.00401407747591129
nrnB; ylbB	pyrE; yflP; spoVAD; yceF; tatAY; clpQ; ymcC; lipL; uppS	2	9	0	143	0.198295482446021	-0.018996890799989	-0.0684682430228988
	yngB; yxiC; ywrJ; tmcAL; yraA; motB; ytqA; dltB; yyaC; yhaR; yorC; mtnE; yonK; nfrA; yojF; ndk; dps; ymfJ; yybH	0	19	0	141	0.189580477281221	0.0126292547372229	-1
accA; yncF	citZ; yqhO; bceB; yrpD; yxiK; yvdE; yjbI	2	7	0	114	0.134731277676974	0.0441451971905499	-0.102890206033111
	sboA; rplB; yqxD; rpsO; ykzM; fecE; ymfC; bceA	0	8	0	102	0.114551880717328	-0.0130286954692346	-1
mreC; pbpF; penP	albG; ynaE; xkdW; yhfO; yraM	3	5	0	107	0.128089918667002	0.43229576671446	0.185622998369643
	fecF; tepA; yphF; fadB; mecA; pupG; lmrB; ktrD	0	8	0	123	0.160803191583527	0.0729657189624598	-1
ylqH; folC	ydbB; ybcM; jag; cotI; ykvN; gerW; ydhC; yonK; ansZ; cwlK; ydeQ; mutM; iolI; rpsL; tgl; gerQ; htrB; ythB	2	18	0	146	0.213835889179496	0.0199810569361552	-0.00557817331263371
ylxP; degR	ypbG; ydfI; sigKC; gbsB; epsC; yyaC; thrZ; ypuB; yrzB; yqeF; bstD; yqfT; natB; ypsA; yqzK; map; ykvQ; yjbE; nadF; rex; yngHB; yabT	2	22	0	107	0.127871338822122	0.0630069052625507	0.0470181550244038
yoqL; yrdK; yisV	liaS; rplF; yhcB; sspI; yuzC; thyB; sigG; clpE; ydjA; yopR; recQ	3	11	0	94	0.0943928485103445	-0.0254045136964512	0.00966899638491443
nucA	yceC; acpK; ynzI; levE	1	4	0	98	0.10761514591075	0.341756077457015	-0.0149098973873268
yoqL; yxjB; yojE	veg; nhaC; rhiL; ylaC; pghC; dck; tagE; ywtE; ycbF; yhdW; yqhH; iolQ; rapK	3	13	0	132	0.175466889402131	0.00171576937556408	0.132209503174446
metA	yosW; ytlA; yflS; tenI; yvdE; yxkO; ypfB; ynzD	1	8	0	97	0.10053645750812	0.0272320183578012	-0.00383565237742293
	tdh; tenA; yozZ; yonE; opuBB; yfiY; nhaX; yhcY; appB; hbuT; argD; adk; recG; aseA; ansZ; spoIIIAB	0	16	0	102	0.11767127667191	-0.0135792892568451	-1
yddF; ycbD; eno	pghL; sigO; yitW; yfmO; ywnC; yxzI; pucL; yueI; ylbQ; ymcA; araL; yopQ; ytdI; tig; yyzK; ybfJ; dnaX; ydaE; yycE; yflG; yonR	3	21	0	145	0.211882375517332	0.0115647132111652	-0.0065168242560704
ndk; xkdG; lspA	iolD; dhbF	3	2	1	37	0.00910269419451578	0.956827290735107	0.141733723506705
xkdF	bltD; flgD; yutF; ypbE; sbcC; darA; ywqI	1	7	0	106	0.13190557673028	0.16264441941692	0.00938874475439224
	vpr; yrkD	0	2	1	47	0.0195139573926851	0.885611577591685	-1
	skfG; sigH; dgcP; ispD; yopN; ymzC; rplI; glnP; yitL; ymxH; yuzH; yvzC; yhdP; ybcI; yqeV; ypbH; glyA; yheN; spoVT; yaaA; yoxB	0	21	0	105	0.122155220199894	-0.0027564196714788	-1
	yomV; yckC; ygaF; proA; fadG; phrI; spoIIT; rhaR	0	8	0	99	0.108239428152304	-0.0148635751276443	-1
	yhzG; speE; yogA; comFB; yopC; ybcM; ytxO; yktC; rplV; lytT; yjlC; yitB; yknV; katA; rpsO; pfeT; yfnC; phrI; tmcAL; pksS; rpsD; yyaT	0	22	0	93	0.094363295726962	0.0213784417556927	-1
ylbD; pgcM; ywnG	yrpG; yocA; yeaD; yomT; parB; yqbO; yoqJ; pbpF; yqcA; ssuD; mccB; kinC; yqaJ; tnrA; yhaM; xkzB; rplV; yitC; ydgJ; yraG	3	20	0	119	0.144784620149404	0.0428914151061203	0.0393644787696389
yqeT	yyaQ; ydgJ; yoqG; malA; yvzA; spo0A; yacC; miaA; rghR; nasA; gerKA; yvgO; yxxF; yxzJ; cca; ypmT; spsA	1	17	0	156	0.222382864472773	-0.00548909003336131	0.0967549937796543
	yoqB; ycbH; cotJA; nusG; spo0F; acuC; ykvU; defB; ywfA; yqgL; yrkQ; yflJ; cotB; yhcX; yoaT	0	15	0	160	0.238743082343289	0.0736167791390107	-1
lysC; ydgK	yrzE; yisR; yugP; yokG; ampS; ydfQ; ywiE; yxlF; ywoF; yktD; glpF; glgA; yxaD; ytqB; gntP; fhuG; yetH; nagA; yqeM	2	19	0	139	0.194197015310481	0.0540389755897701	-0.057951105866393
fecE	yrzN; yopE; liaR; sbp; lipB; purR; ygxB; yybE; yuzC; yloH; ydiF; mrpF; yjzI; flgC; aspB	1	15	0	156	0.23070092153791	0.179404314962997	0.323115338073028
yxjL	spoVE; yydA; opuCB; rhaB; dxs; ytzI; yqhY; fmt; queA; fliY; yoqG; ypjA; mrpE; ywqH; yofA; kduI; licA; pbpA; gntZ; catD; yojB; tagF; pftA	1	23	0	129	0.180108410600856	0.0826174786929153	0.271373929128392
vpr; comP; yycB	dapF; mutSB; yqxA; ydfQ; srfAC; yteJ; bshB1; yvrC; yxeD; hutM; aroD; yuxJ; yrzS; ydaK; ycbO; psdA; comN; ydzT/1; ymzB; queG	3	20	0	123	0.156075953978428	0.0375665331636418	-0.0710829585170751
ywlF	nusA; glvR; yaaN; ywnF; adhR; lysC; rpmD; yorY; ycbH; mscL; yyaT; yxiT/1; cueR; yobA; ydaL; yrhO; yrhP; rpmA; yokF	1	19	0	107	0.129360610198612	0.0373964172534517	0.0943358021934041
yueD; sboA; yusN	glcU; xkdU; rpsG; appA/1	3	4	0	103	0.114132670925776	-0.141385879949826	-0.0627891677498621
	yozG; pbpH; yabJ; hxlR; yyzE; yfmQ; rpmF; yhaO; ebrB; dps; rpsE; hemY; sigM; yfnC; leuS; mtnK; yjzB; yojW; ytbQ; abbA; pbpB	0	21	0	122	0.152134785237832	0.0475140708574106	-1
paiB	frlB; ybgB; gerPC; ywtE; spoVFA; ybaS; yueH	1	7	0	118	0.14010294287597	-0.00114452006112687	-0.0575708678896572
	ykzS; yosC; ykwD; ykoQ; padR	0	5	0	110	0.131556125965501	0.224515570060715	-1
yfmP; guaA; motA	cotF; yydD; ydaS; yopS; ywlF; yodR; msrB; bacG; ribT; rpsJ; ycnC; comGE; gcvT; xre; bioA	3	15	0	123	0.156586271164626	0.00582068955103156	0.190000384961484
ptkA; sirA; rocG	ktrC; ydiM; yqgB; yvdR; yisJ; sigW; uvrA; yvbT; ykvO; sda; ywqN; yocB; cotM; yqeL; ftsW; comGE; rplJ	3	17	0	106	0.121858776980786	0.0634042446394197	0.040481923662284
	wapI; ykgA; hprT; bkdB; yjdG; yitE; ywqB; yqzM; yusV; yoyB; dppD; spsG; gtaB; csfB	0	14	0	87	0.0882721384382234	0.0198796944649508	-1
csrA; ydeI	yrhG; yetH; yjfB; yfjB; obg; yuzK; amhX; yybS; gyrA; ykzS; dhbF; yjdG; xlyB; hisC; mntA; yugI	2	16	0	136	0.182201420436026	0.0245370705485853	0.0343676738200322
	ypiB; glxB; yrpG; yplQ; oppD; yqfW; birA; ywbI; pucL; rplD; mutSB; yunF	0	12	0	142	0.202100517737033	0.052821604072435	-1
yeaD; yocH; sipW	dnaK; yorY; sufD; sda	3	4	0	79	0.07650061388777	0.349716297901111	0.146052922100753
ftsA; rhiF; sspK	yqxH; rplP; secA; rpsR; yonA; yodL; opuE; spoIIIL; sodF; mobB; yacC; ywqJ; epsI; ywzH; bceB; yuaI	3	16	0	106	0.12694551831763	-0.00593635138497481	-0.0856970660973208
	dps; ydiF; yyaT; yrhP; yvdD; liaG; yqbC; tuaE; yezF; yxiG; amhX; pheT; pksM; sacY; yqxI	0	15	0	138	0.184022943788845	-0.0231732209745095	-1
lonA; opcR; ywjB	yrdK; yvfT; yceC; ytzG; yflD; ywrO; yjcZ; ylaA; refZ; asnB	3	10	0	146	0.207549588214351	0.0643786764127258	0.116720633945377
